City,Country,Scraping Link,Location,translated_original,translated_mymemory
Villapinzón,Colombia,,Villapinzón Colombia,nan,nan
Villeta,Colombia,,Villeta Colombia,nan,nan
Viotá,Colombia,,Viotá Colombia,nan,nan
Yacopí,Colombia,,Yacopí Colombia,nan,nan
Zipacón,Colombia,,Zipacón Colombia,nan,nan
Zipaquirá,Colombia,,Zipaquirá Colombia,nan,nan
Inírida,Colombia,,Inírida Colombia,nan,nan
Barranco Minas,Colombia,,Barranco Minas Colombia,nan,nan
Cacahual,Colombia,,Cacahual Colombia,nan,nan
La Guadalupe,Colombia,,La Guadalupe Colombia,nan,nan
Mapiripana,Colombia,,Mapiripana Colombia,nan,nan
Morichal Nuevo,Colombia,,Morichal Nuevo Colombia,nan,nan
Pana Pana,Colombia,,Pana Pana Colombia,nan,nan
San Felipe,Colombia,,San Felipe Colombia,nan,nan
San José del Guaviare,Colombia,,San José del Guaviare Colombia,nan,nan
El Retorno,Colombia,,El Retorno Colombia,nan,nan
Neiva,Colombia,,Neiva Colombia,nan,nan
Acevedo,Colombia,,Acevedo Colombia,nan,nan
Agrado,Colombia,,Agrado Colombia,nan,nan
Aipe,Colombia,,Aipe Colombia,nan,nan
Algeciras,Colombia,,Algeciras Colombia,nan,nan
Altamira,Colombia,,Altamira Colombia,nan,nan
Baraya,Colombia,,Baraya Colombia,nan,nan
Campoalegre,Colombia,,Campoalegre Colombia,nan,nan
Colombia,Colombia,,Colombia Colombia,nan,nan
El Pital,Colombia,,El Pital Colombia,nan,nan
Elías,Colombia,,Elías Colombia,nan,nan
Garzón,Colombia,,Garzón Colombia,nan,nan
Gigante,Colombia,,Gigante Colombia,nan,nan
Hobo,Colombia,,Hobo Colombia,nan,nan
Iquira,Colombia,,Iquira Colombia,nan,nan
Isnos,Colombia,,Isnos Colombia,nan,nan
La Argentina,Colombia,,La Argentina Colombia,nan,nan
La Plata,Colombia,,La Plata Colombia,nan,nan
Nátaga,Colombia,,Nátaga Colombia,nan,nan
Oporapa,Colombia,,Oporapa Colombia,nan,nan
Paicol,Colombia,,Paicol Colombia,nan,nan
Palermo,Colombia,,Palermo Colombia,nan,nan
Pitalito,Colombia,,Pitalito Colombia,nan,nan
Rivera,Colombia,,Rivera Colombia,nan,nan
Saladoblanco,Colombia,,Saladoblanco Colombia,nan,nan
San Agustín,Colombia,,San Agustín Colombia,nan,nan
Suaza,Colombia,,Suaza Colombia,nan,nan
Tarqui,Colombia,,Tarqui Colombia,nan,nan
Tello,Colombia,,Tello Colombia,nan,nan
Teruel,Colombia,,Teruel Colombia,nan,nan
Tesalia,Colombia,,Tesalia Colombia,nan,nan
Timaná,Colombia,,Timaná Colombia,nan,nan
Villavieja,Colombia,,Villavieja Colombia,nan,nan
Yaguará,Colombia,,Yaguará Colombia,nan,nan
Riohacha,Colombia,,Riohacha Colombia,nan,nan
Barrancas,Colombia,,Barrancas Colombia,nan,nan
Dibulla,Colombia,,Dibulla Colombia,nan,nan
Distracción,Colombia,,Distracción Colombia,nan,nan
El Molino,Colombia,,El Molino Colombia,nan,nan
Fonseca,Colombia,,Fonseca Colombia,nan,nan
Hatonuevo,Colombia,,Hatonuevo Colombia,nan,nan
La Jagua del Pilar,Colombia,,La Jagua del Pilar Colombia,nan,nan
Maicao,Colombia,,Maicao Colombia,nan,nan
San Juan del Cesar,Colombia,,San Juan del Cesar Colombia,nan,nan
Uribia,Colombia,,Uribia Colombia,nan,nan
Urumita,Colombia,,Urumita Colombia,nan,nan
Santa Marta,Colombia,,Santa Marta Colombia,nan,nan
Algarrobo,Colombia,,Algarrobo Colombia,nan,nan
Aracataca,Colombia,,Aracataca Colombia,nan,nan
Ariguaní,Colombia,,Ariguaní Colombia,nan,nan
Cerro San Antonio,Colombia,,Cerro San Antonio Colombia,nan,nan
Chibolo,Colombia,,Chibolo Colombia,nan,nan
Ciénaga,Colombia,,Ciénaga Colombia,nan,nan
El Banco,Colombia,,El Banco Colombia,nan,nan
El Piñón,Colombia,,El Piñón Colombia,nan,nan
El Retén,Colombia,,El Retén Colombia,nan,nan
Fundación,Colombia,,Fundación Colombia,nan,nan
Guamal,Colombia,,Guamal Colombia,nan,nan
Nueva Granada,Colombia,,Nueva Granada Colombia,nan,nan
Pedraza,Colombia,,Pedraza Colombia,nan,nan
Pijiño del Carmen,Colombia,,Pijiño del Carmen Colombia,nan,nan
Pivijay,Colombia,,Pivijay Colombia,nan,nan
Plato,Colombia,,Plato Colombia,nan,nan
Puebloviejo,Colombia,,Puebloviejo Colombia,nan,nan
Remolino,Colombia,,Remolino Colombia,nan,nan
Sabanas de San Ángel,Colombia,,Sabanas de San Ángel Colombia,nan,nan
San Sebastián de Buenavista,Colombia,,San Sebastián de Buenavista Colombia,nan,nan
San Zenón,Colombia,,San Zenón Colombia,nan,nan
Santa Ana,Colombia,,Santa Ana Colombia,nan,nan
Santa Bárbara de Pinto,Colombia,,Santa Bárbara de Pinto Colombia,nan,nan
Sitionuevo,Colombia,,Sitionuevo Colombia,nan,nan
Tenerife,Colombia,,Tenerife Colombia,nan,nan
Zapayán,Colombia,,Zapayán Colombia,nan,nan
Zona Bananera,Colombia,,Zona Bananera Colombia,nan,nan
Villavicencio,Colombia,,Villavicencio Colombia,nan,nan
Acacías,Colombia,,Acacías Colombia,nan,nan
Barranca de Upía,Colombia,,Barranca de Upía Colombia,nan,nan
Cabuyaro,Colombia,,Cabuyaro Colombia,nan,nan
Castilla la Nueva,Colombia,,Castilla la Nueva Colombia,nan,nan
Cubarral,Colombia,,Cubarral Colombia,nan,nan
Cumaral,Colombia,,Cumaral Colombia,nan,nan
El Calvario,Colombia,,El Calvario Colombia,nan,nan
El Castillo,Colombia,,El Castillo Colombia,nan,nan
El Dorado,Colombia,,El Dorado Colombia,nan,nan
Fuente de oro,Colombia,,Fuente de oro Colombia,nan,nan
La Macarena,Colombia,,La Macarena Colombia,nan,nan
Lejanías,Colombia,,Lejanías Colombia,nan,nan
Mapiripán,Colombia,,Mapiripán Colombia,nan,nan
Mesetas,Colombia,,Mesetas Colombia,nan,nan
Puerto Concordia,Colombia,,Puerto Concordia Colombia,nan,nan
Puerto Gaitán,Colombia,,Puerto Gaitán Colombia,nan,nan
Puerto Lleras,Colombia,,Puerto Lleras Colombia,nan,nan
Puerto López,Colombia,,Puerto López Colombia,nan,nan
Restrepo,Colombia,,Restrepo Colombia,nan,nan
San Carlos de Guaroa,Colombia,,San Carlos de Guaroa Colombia,nan,nan
San Juan de Arama,Colombia,,San Juan de Arama Colombia,nan,nan
San Juanito,Colombia,,San Juanito Colombia,nan,nan
La Uribe,Colombia,,La Uribe Colombia,nan,nan
Vista Hermosa,Colombia,,Vista Hermosa Colombia,nan,nan
San Juan de Pasto,Colombia,,San Juan de Pasto Colombia,nan,nan
Aldana,Colombia,,Aldana Colombia,nan,nan
Ancuya,Colombia,,Ancuya Colombia,nan,nan
Arboleda,Colombia,,Arboleda Colombia,nan,nan
Barbacoas,Colombia,,Barbacoas Colombia,nan,nan
Buesaco,Colombia,,Buesaco Colombia,nan,nan
Chachagüí,Colombia,,Chachagüí Colombia,nan,nan
Colón,Colombia,,Colón Colombia,nan,nan
Consaca,Colombia,,Consaca Colombia,nan,nan
Contadero,Colombia,,Contadero Colombia,nan,nan
Cuaspud,Colombia,,Cuaspud Colombia,nan,nan
Cumbal,Colombia,,Cumbal Colombia,nan,nan
Cumbitara,Colombia,,Cumbitara Colombia,nan,nan
El Charco,Colombia,,El Charco Colombia,nan,nan
El Peñol,Colombia,,El Peñol Colombia,nan,nan
El Rosario,Colombia,,El Rosario Colombia,nan,nan
El Tablón,Colombia,,El Tablón Colombia,nan,nan
Francisco Pizarro,Colombia,,Francisco Pizarro Colombia,nan,nan
Funes,Colombia,,Funes Colombia,nan,nan
Guachucal,Colombia,,Guachucal Colombia,nan,nan
Guaitarilla,Colombia,,Guaitarilla Colombia,nan,nan
Gualmatán,Colombia,,Gualmatán Colombia,nan,nan
Iles,Colombia,,Iles Colombia,nan,nan
Imués,Colombia,,Imués Colombia,nan,nan
Ipiales,Colombia,,Ipiales Colombia,nan,nan
La Cruz,Colombia,,La Cruz Colombia,nan,nan
La Florida,Colombia,,La Florida Colombia,nan,nan
La Llanada,Colombia,,La Llanada Colombia,nan,nan
La Tola,Colombia,,La Tola Colombia,nan,nan
Leiva,Colombia,,Leiva Colombia,nan,nan
Linares,Colombia,,Linares Colombia,nan,nan
Los Andes,Colombia,,Los Andes Colombia,nan,nan
Magüí Payán,Colombia,,Magüí Payán Colombia,nan,nan
Mallama,Colombia,,Mallama Colombia,nan,nan
Olaya Herrera,Colombia,,Olaya Herrera Colombia,nan,nan
Ospina,Colombia,,Ospina Colombia,nan,nan
Policarpa,Colombia,,Policarpa Colombia,nan,nan
Potosí,Colombia,,Potosí Colombia,nan,nan
Providencia,Colombia,,Providencia Colombia,nan,nan
Puerres,Colombia,,Puerres Colombia,nan,nan
Pupiales,Colombia,,Pupiales Colombia,nan,nan
Roberto Payán,Colombia,,Roberto Payán Colombia,nan,nan
Samaniego,Colombia,,Samaniego Colombia,nan,nan
San Lorenzo,Colombia,,San Lorenzo Colombia,nan,nan
San Pedro de Cartago,Colombia,,San Pedro de Cartago Colombia,nan,nan
Sandoná,Colombia,,Sandoná Colombia,nan,nan
Santacruz,Colombia,,Santacruz Colombia,nan,nan
Sapuyes,Colombia,,Sapuyes Colombia,nan,nan
Taminango,Colombia,,Taminango Colombia,nan,nan
Tangua,Colombia,,Tangua Colombia,nan,nan
Tumaco,Colombia,,Tumaco Colombia,nan,nan
Túquerres,Colombia,,Túquerres Colombia,nan,nan
Yacuanquer,Colombia,,Yacuanquer Colombia,nan,nan
Cúcuta,Colombia,,Cúcuta Colombia,nan,nan
Abrego,Colombia,,Abrego Colombia,nan,nan
Arboledas,Colombia,,Arboledas Colombia,nan,nan
Bochalema,Colombia,,Bochalema Colombia,nan,nan
Bucarasica,Colombia,,Bucarasica Colombia,nan,nan
Cáchira,Colombia,,Cáchira Colombia,nan,nan
Cácota,Colombia,,Cácota Colombia,nan,nan
Chinácota,Colombia,,Chinácota Colombia,nan,nan
Chitagá,Colombia,,Chitagá Colombia,nan,nan
Convención,Colombia,,Convención Colombia,nan,nan
Cucutilla,Colombia,,Cucutilla Colombia,nan,nan
Duranía,Colombia,,Duranía Colombia,nan,nan
El Carmen,Colombia,,El Carmen Colombia,nan,nan
El Tarra,Colombia,,El Tarra Colombia,nan,nan
El Zulia,Colombia,,El Zulia Colombia,nan,nan
Gramalote,Colombia,,Gramalote Colombia,nan,nan
Hacarí,Colombia,,Hacarí Colombia,nan,nan
Herrán,Colombia,,Herrán Colombia,nan,nan
La Esperanza,Colombia,,La Esperanza Colombia,nan,nan
La Playa de Belén,Colombia,,La Playa de Belén Colombia,nan,nan
Labateca,Colombia,,Labateca Colombia,nan,nan
Los Patios,Colombia,,Los Patios Colombia,nan,nan
Lourdes,Colombia,,Lourdes Colombia,nan,nan
Mutiscua,Colombia,,Mutiscua Colombia,nan,nan
Ocaña,Colombia,,Ocaña Colombia,nan,nan
Pamplona,Colombia,,Pamplona Colombia,nan,nan
Pamplonita,Colombia,,Pamplonita Colombia,nan,nan
Ragonvalia,Colombia,,Ragonvalia Colombia,nan,nan
Salazar de las Palmas,Colombia,,Salazar de las Palmas Colombia,nan,nan
San Calixto,Colombia,,San Calixto Colombia,nan,nan
Santiago,Colombia,,Santiago Colombia,nan,nan
Sardinata,Colombia,,Sardinata Colombia,nan,nan
Silos,Colombia,,Silos Colombia,nan,nan
Teorama,Colombia,,Teorama Colombia,nan,nan
Tibú,Colombia,,Tibú Colombia,nan,nan
Villa Caro,Colombia,,Villa Caro Colombia,nan,nan
Villa del Rosario,Colombia,,Villa del Rosario Colombia,nan,nan
Mocoa,Colombia,,Mocoa Colombia,nan,nan
Puerto Leguízamo,Colombia,,Puerto Leguízamo Colombia,nan,nan
Orito,Colombia,,Orito Colombia,nan,nan
Puerto Asís,Colombia,,Puerto Asís Colombia,nan,nan
Puerto Caicedo,Colombia,,Puerto Caicedo Colombia,nan,nan
Puerto Guzmán,Colombia,,Puerto Guzmán Colombia,nan,nan
San Miguel,Colombia,,San Miguel Colombia,nan,nan
Sibundoy,Colombia,,Sibundoy Colombia,nan,nan
Valle del Guamuez,Colombia,,Valle del Guamuez Colombia,nan,nan
Villagarzón,Colombia,,Villagarzón Colombia,nan,nan
Calarcá,Colombia,,Calarcá Colombia,nan,nan
Circasia,Colombia,,Circasia Colombia,nan,nan
Filandia,Colombia,,Filandia Colombia,nan,nan
Génova,Colombia,,Génova Colombia,nan,nan
La Tebaida,Colombia,,La Tebaida Colombia,nan,nan
Montenegro,Colombia,,Montenegro Colombia,nan,nan
Pijao,Colombia,,Pijao Colombia,nan,nan
Quimbaya,Colombia,,Quimbaya Colombia,nan,nan
Salento,Colombia,,Salento Colombia,nan,nan
Pereira,Colombia,,Pereira Colombia,nan,nan
Apía,Colombia,,Apía Colombia,nan,nan
Belén de Umbría,Colombia,,Belén de Umbría Colombia,nan,nan
Dosquebradas,Colombia,,Dosquebradas Colombia,nan,nan
Guática,Colombia,,Guática Colombia,nan,nan
La Celia,Colombia,,La Celia Colombia,nan,nan
La Virginia,Colombia,,La Virginia Colombia,nan,nan
Marsella,Colombia,,Marsella Colombia,nan,nan
Mistrató,Colombia,,Mistrató Colombia,nan,nan
Pueblo Rico,Colombia,,Pueblo Rico Colombia,nan,nan
Quinchía,Colombia,,Quinchía Colombia,nan,nan
Santa Rosa de Cabal,Colombia,,Santa Rosa de Cabal Colombia,nan,nan
Santuario,Colombia,,Santuario Colombia,nan,nan
San Andrés,Colombia,,San Andrés Colombia,nan,nan
Bucaramanga,Colombia,,Bucaramanga Colombia,nan,nan
Aguada,Colombia,,Aguada Colombia,nan,nan
Aratoca,Colombia,,Aratoca Colombia,nan,nan
Barichara,Colombia,,Barichara Colombia,nan,nan
Barrancabermeja,Colombia,,Barrancabermeja Colombia,nan,nan
California,Colombia,,California Colombia,nan,nan
Capitanejo,Colombia,,Capitanejo Colombia,nan,nan
Carcasí,Colombia,,Carcasí Colombia,nan,nan
Cepitá,Colombia,,Cepitá Colombia,nan,nan
Cerrito,Colombia,,Cerrito Colombia,nan,nan
Charalá,Colombia,,Charalá Colombia,nan,nan
Charta,Colombia,,Charta Colombia,nan,nan
Chima,Colombia,,Chima Colombia,nan,nan
Chipatá,Colombia,,Chipatá Colombia,nan,nan
Cimitarra,Colombia,,Cimitarra Colombia,nan,nan
Confines,Colombia,,Confines Colombia,nan,nan
Contratación,Colombia,,Contratación Colombia,nan,nan
Coromoro,Colombia,,Coromoro Colombia,nan,nan
Curití,Colombia,,Curití Colombia,nan,nan
El Carmen de Chucurí,Colombia,,El Carmen de Chucurí Colombia,nan,nan
El Guacamayo,Colombia,,El Guacamayo Colombia,nan,nan
El Playón,Colombia,,El Playón Colombia,nan,nan
Encino,Colombia,,Encino Colombia,nan,nan
Enciso,Colombia,,Enciso Colombia,nan,nan
Florián,Colombia,,Florián Colombia,nan,nan
Floridablanca,Colombia,,Floridablanca Colombia,nan,nan
Galán,Colombia,,Galán Colombia,nan,nan
Gámbita,Colombia,,Gámbita Colombia,nan,nan
Guaca,Colombia,,Guaca Colombia,nan,nan
Guapotá,Colombia,,Guapotá Colombia,nan,nan
Guavatá,Colombia,,Guavatá Colombia,nan,nan
Güepsa,Colombia,,Güepsa Colombia,nan,nan
Hato,Colombia,,Hato Colombia,nan,nan
Jesús María,Colombia,,Jesús María Colombia,nan,nan
Jordán,Colombia,,Jordán Colombia,nan,nan
La Belleza,Colombia,,La Belleza Colombia,nan,nan
Landázuri,Colombia,,Landázuri Colombia,nan,nan
Lebrija,Colombia,,Lebrija Colombia,nan,nan
Los Santos,Colombia,,Los Santos Colombia,nan,nan
Macaravita,Colombia,,Macaravita Colombia,nan,nan
Málaga,Colombia,,Málaga Colombia,nan,nan
Matanza,Colombia,,Matanza Colombia,nan,nan
Mogotes,Colombia,,Mogotes Colombia,nan,nan
Molagavita,Colombia,,Molagavita Colombia,nan,nan
Ocamonte,Colombia,,Ocamonte Colombia,nan,nan
Oiba,Colombia,,Oiba Colombia,nan,nan
Onzaga,Colombia,,Onzaga Colombia,nan,nan
Palmar,Colombia,,Palmar Colombia,nan,nan
Palmas del Socorro,Colombia,,Palmas del Socorro Colombia,nan,nan
Páramo,Colombia,,Páramo Colombia,nan,nan
Piedecuesta,Colombia,,Piedecuesta Colombia,nan,nan
Pinchote,Colombia,,Pinchote Colombia,nan,nan
Puente Nacional,Colombia,,Puente Nacional Colombia,nan,nan
Puerto Parra,Colombia,,Puerto Parra Colombia,nan,nan
Puerto Wilches,Colombia,,Puerto Wilches Colombia,nan,nan
Sabana de Torres,Colombia,,Sabana de Torres Colombia,nan,nan
San Benito,Colombia,,San Benito Colombia,nan,nan
San Gil,Colombia,,San Gil Colombia,nan,nan
San Joaquín,Colombia,,San Joaquín Colombia,nan,nan
San José de Miranda,Colombia,,San José de Miranda Colombia,nan,nan
San Juan de Girón,Colombia,,San Juan de Girón Colombia,nan,nan
San Vicente de Chucurí,Colombia,,San Vicente de Chucurí Colombia,nan,nan
Santa Helena del Opón,Colombia,,Santa Helena del Opón Colombia,nan,nan
Simacota,Colombia,,Simacota Colombia,nan,nan
Socorro,Colombia,,Socorro Colombia,nan,nan
Suaita,Colombia,,Suaita Colombia,nan,nan
Suratá,Colombia,,Suratá Colombia,nan,nan
Tona,Colombia,,Tona Colombia,nan,nan
Valle de San José,Colombia,,Valle de San José Colombia,nan,nan
Vélez,Colombia,,Vélez Colombia,nan,nan
Vetas,Colombia,,Vetas Colombia,nan,nan
Zapatoca,Colombia,,Zapatoca Colombia,nan,nan
Sincelejo,Colombia,,Sincelejo Colombia,nan,nan
Caimito,Colombia,,Caimito Colombia,nan,nan
Chalán,Colombia,,Chalán Colombia,nan,nan
Colosó,Colombia,,Colosó Colombia,nan,nan
Corozal,Colombia,,Corozal Colombia,nan,nan
Coveñas,Colombia,,Coveñas Colombia,nan,nan
El Roble,Colombia,,El Roble Colombia,nan,nan
Galeras,Colombia,,Galeras Colombia,nan,nan
Guaranda,Colombia,,Guaranda Colombia,nan,nan
Los Palmitos,Colombia,,Los Palmitos Colombia,nan,nan
Majagual,Colombia,,Majagual Colombia,nan,nan
Morroa,Colombia,,Morroa Colombia,nan,nan
Ovejas,Colombia,,Ovejas Colombia,nan,nan
Palmito,Colombia,,Palmito Colombia,nan,nan
Sampués,Colombia,,Sampués Colombia,nan,nan
San Benito Abad,Colombia,,San Benito Abad Colombia,nan,nan
San Juan Betulia,Colombia,,San Juan Betulia Colombia,nan,nan
San Marcos,Colombia,,San Marcos Colombia,nan,nan
San Onofre,Colombia,,San Onofre Colombia,nan,nan
San Pedro,Colombia,,San Pedro Colombia,nan,nan
San Luis de Sincé,Colombia,,San Luis de Sincé Colombia,nan,nan
Toluviejo,Colombia,,Toluviejo Colombia,nan,nan
Tolú,Colombia,,Tolú Colombia,nan,nan
Ibagué,Colombia,,Ibagué Colombia,nan,nan
Alpujarra,Colombia,,Alpujarra Colombia,nan,nan
Alvarado,Colombia,,Alvarado Colombia,nan,nan
Ambalema,Colombia,,Ambalema Colombia,nan,nan
Anzoátegui,Colombia,,Anzoátegui Colombia,nan,nan
Armero,Colombia,,Armero Colombia,nan,nan
Ataco,Colombia,,Ataco Colombia,nan,nan
Cajamarca,Colombia,,Cajamarca Colombia,nan,nan
Carmen de Apicalá,Colombia,,Carmen de Apicalá Colombia,nan,nan
Casabianca,Colombia,,Casabianca Colombia,nan,nan
Chaparral,Colombia,,Chaparral Colombia,nan,nan
Coello,Colombia,,Coello Colombia,nan,nan
Coyaima,Colombia,,Coyaima Colombia,nan,nan
Cunday,Colombia,,Cunday Colombia,nan,nan
Dolores,Colombia,,Dolores Colombia,nan,nan
Espinal,Colombia,,Espinal Colombia,nan,nan
Falan,Colombia,,Falan Colombia,nan,nan
Flandes,Colombia,,Flandes Colombia,nan,nan
Fresno,Colombia,,Fresno Colombia,nan,nan
Guamo,Colombia,,Guamo Colombia,nan,nan
Herveo,Colombia,,Herveo Colombia,nan,nan
Honda,Colombia,,Honda Colombia,nan,nan
Icononzo,Colombia,,Icononzo Colombia,nan,nan
Lérida,Colombia,,Lérida Colombia,nan,nan
Líbano,Colombia,,Líbano Colombia,nan,nan
Mariquita,Colombia,,Mariquita Colombia,nan,nan
Melgar,Colombia,,Melgar Colombia,nan,nan
Murillo,Colombia,,Murillo Colombia,nan,nan
Natagaima,Colombia,,Natagaima Colombia,nan,nan
Ortega,Colombia,,Ortega Colombia,nan,nan
Palocabildo,Colombia,,Palocabildo Colombia,nan,nan
Piedras,Colombia,,Piedras Colombia,nan,nan
Planadas,Colombia,,Planadas Colombia,nan,nan
Prado,Colombia,,Prado Colombia,nan,nan
Purificación,Colombia,,Purificación Colombia,nan,nan
Rioblanco,Colombia,,Rioblanco Colombia,nan,nan
Roncesvalles,Colombia,,Roncesvalles Colombia,nan,nan
Rovira,Colombia,,Rovira Colombia,nan,nan
Saldaña,Colombia,,Saldaña Colombia,nan,nan
San Antonio,Colombia,,San Antonio Colombia,nan,nan
Santa Isabel,Colombia,,Santa Isabel Colombia,nan,nan
Valle de San Juan,Colombia,,Valle de San Juan Colombia,nan,nan
Venadillo,Colombia,,Venadillo Colombia,nan,nan
Villahermosa,Colombia,,Villahermosa Colombia,nan,nan
Villarrica,Colombia,,Villarrica Colombia,nan,nan
Cali,Colombia,,Cali Colombia,nan,nan
Alcalá,Colombia,,Alcalá Colombia,nan,nan
Andalucía,Colombia,,Andalucía Colombia,nan,nan
Ansermanuevo,Colombia,,Ansermanuevo Colombia,nan,nan
Buenaventura,Colombia,,Buenaventura Colombia,nan,nan
Bugalagrande,Colombia,,Bugalagrande Colombia,nan,nan
Caicedonia,Colombia,,Caicedonia Colombia,nan,nan
Calima,Colombia,,Calima Colombia,nan,nan
Cartago,Colombia,,Cartago Colombia,nan,nan
Dagua,Colombia,,Dagua Colombia,nan,nan
El Águila,Colombia,,El Águila Colombia,nan,nan
El Cairo,Colombia,,El Cairo Colombia,nan,nan
El Cerrito,Colombia,,El Cerrito Colombia,nan,nan
El Dovio,Colombia,,El Dovio Colombia,nan,nan
Florida,Colombia,,Florida Colombia,nan,nan
Ginebra,Colombia,,Ginebra Colombia,nan,nan
Guacarí,Colombia,,Guacarí Colombia,nan,nan
Guadalajara de Buga,Colombia,,Guadalajara de Buga Colombia,nan,nan
Jamundí,Colombia,,Jamundí Colombia,nan,nan
La Cumbre,Colombia,,La Cumbre Colombia,nan,nan
Obando,Colombia,,Obando Colombia,nan,nan
Palmira,Colombia,,Palmira Colombia,nan,nan
Pradera,Colombia,,Pradera Colombia,nan,nan
Riofrío,Colombia,,Riofrío Colombia,nan,nan
Roldanillo,Colombia,,Roldanillo Colombia,nan,nan
Sevilla,Colombia,,Sevilla Colombia,nan,nan
Toro,Colombia,,Toro Colombia,nan,nan
Trujillo,Colombia,,Trujillo Colombia,nan,nan
Tuluá,Colombia,,Tuluá Colombia,nan,nan
Ulloa,Colombia,,Ulloa Colombia,nan,nan
Versalles,Colombia,,Versalles Colombia,nan,nan
Vijes,Colombia,,Vijes Colombia,nan,nan
Yotoco,Colombia,,Yotoco Colombia,nan,nan
Yumbo,Colombia,,Yumbo Colombia,nan,nan
Zarzal,Colombia,,Zarzal Colombia,nan,nan
Mitú,Colombia,,Mitú Colombia,nan,nan
Carurú,Colombia,,Carurú Colombia,nan,nan
Pacoa,Colombia,,Pacoa Colombia,nan,nan
Papunahua,Colombia,,Papunahua Colombia,nan,nan
Taraira,Colombia,,Taraira Colombia,nan,nan
Yavaraté,Colombia,,Yavaraté Colombia,nan,nan
Puerto Carreño,Colombia,,Puerto Carreño Colombia,nan,nan
Cumaribo,Colombia,,Cumaribo Colombia,nan,nan
La Primavera,Colombia,,La Primavera Colombia,nan,nan
Santa Rosalía,Colombia,,Santa Rosalía Colombia,nan,nan
Zagreb,Croatia,,Zagreb Croatia,nan,nan
Split,Croatia,,Split Croatia,nan,nan
Rijeka,Croatia,,Rijeka Croatia,nan,nan
Osijek,Croatia,,Osijek Croatia,nan,nan
Zadar,Croatia,,Zadar Croatia,nan,nan
Velika Gorica,Croatia,,Velika Gorica Croatia,nan,nan
Pula,Croatia,,Pula Croatia,nan,nan
Slavonski Brod,Croatia,,Slavonski Brod Croatia,nan,nan
Karlovac,Croatia,,Karlovac Croatia,nan,nan
Varaždin,Croatia,,Varaždin Croatia,nan,nan
Šibenik,Croatia,,Šibenik Croatia,nan,nan
Dubrovnik,Croatia,,Dubrovnik Croatia,nan,nan
Sisak,Croatia,,Sisak Croatia,nan,nan
Kaštela,Croatia,,Kaštela Croatia,nan,nan
Samobor,Croatia,,Samobor Croatia,nan,nan
Bjelovar,Croatia,,Bjelovar Croatia,nan,nan
Vinkovci,Croatia,,Vinkovci Croatia,nan,nan
Koprivnica,Croatia,,Koprivnica Croatia,nan,nan
Čakovec,Croatia,,Čakovec Croatia,nan,nan
Solin,Croatia,,Solin Croatia,nan,nan
Zaprešić,Croatia,,Zaprešić Croatia,nan,nan
Đakovo,Croatia,,Đakovo Croatia,nan,nan
Sinj,Croatia,,Sinj Croatia,nan,nan
Vukovar,Croatia,,Vukovar Croatia,nan,nan
Požega,Croatia,,Požega Croatia,nan,nan
Petrinja,Croatia,,Petrinja Croatia,nan,nan
Kutina,Croatia,,Kutina Croatia,nan,nan
Virovitica,Croatia,,Virovitica Croatia,nan,nan
Križevci,Croatia,,Križevci Croatia,nan,nan
Sveta Nedelja,Croatia,,Sveta Nedelja Croatia,nan,nan
Dugo Selo,Croatia,,Dugo Selo Croatia,nan,nan
Poreč,Croatia,,Poreč Croatia,nan,nan
Metković,Croatia,,Metković Croatia,nan,nan
Havana,Cuba,,Havana Cuba,nan,nan
Santiago de Cuba,Cuba,,Santiago de Cuba Cuba,nan,nan
Camagüey,Cuba,,Camagüey Cuba,nan,nan
Holguín,Cuba,,Holguín Cuba,nan,nan
Guantánamo,Cuba,,Guantánamo Cuba,nan,nan
Santa Clara,Cuba,,Santa Clara Cuba,nan,nan
Las Tunas,Cuba,,Las Tunas Cuba,nan,nan
Bayamo,Cuba,,Bayamo Cuba,nan,nan
Cienfuegos,Cuba,,Cienfuegos Cuba,nan,nan
Pinar del Río,Cuba,,Pinar del Río Cuba,nan,nan
Matanzas,Cuba,,Matanzas Cuba,nan,nan
