City,Country,Scraping Link,Location,translated_original,translated_mymemory
La Sierra,Colombia,,La Sierra Colombia,La Sierra Colombia,La Sierra Colombia
La Vega,Colombia,,La Vega Colombia,La Vega Colombia,La Vega Colombia
López de Micay,Colombia,,López de Micay Colombia,López de Micay Colombia,López de Micay Colombia
Mercaderes,Colombia,,Mercaderes Colombia,Mercaderes Colombia,Mercaderes Colombia
Miranda,Colombia,,Miranda Colombia,Miranda Colombia,Miranda Colombia
Padilla,Colombia,,Padilla Colombia,Padilla Colombia,Padilla Colombia
Patía,Colombia,,Patía Colombia,Patía Colombia,Patía Colombia
Piamonte,Colombia,,Piamonte Colombia,Piamonte Colombia,Piamonte Colombia
Piendamó,Colombia,,Piendamó Colombia,Piendamó Colombia,Piendamó Colombia
Puerto Tejada,Colombia,,Puerto Tejada Colombia,Puerto Tejada Colombia,Puerto Tejada Colombia
Puracé,Colombia,,Puracé Colombia,Puracé Colombia,Puracé Colombia
Rosas,Colombia,,Rosas Colombia,Rosas Colombia,Rosas Colombia
San Sebastián,Colombia,,San Sebastián Colombia,San Sebastián Colombia,San Sebastián Colombia
Santander de Quilichao,Colombia,,Santander de Quilichao Colombia,Santander de Quilichao Colombia,Santander de Quilichao Colombia
Silvia,Colombia,,Silvia Colombia,Silvia Colombia,Silvia Colombia
Sotara,Colombia,,Sotara Colombia,Sotara Colombia,Sotara Colombia
Suárez,Colombia,,Suárez Colombia,Suárez Colombia,Suárez Colombia
Sucre,Colombia,,Sucre Colombia,Sucre Colombia,Sucre Colombia
Timbío,Colombia,,Timbío Colombia,Timbío Colombia,Timbío Colombia
Timbiquí,Colombia,,Timbiquí Colombia,Timbiquí Colombia,Timbiquí Colombia
Toribio,Colombia,,Toribio Colombia,Toribio Colombia,Toribio Colombia
Totoró,Colombia,,Totoró Colombia,Totoró Colombia,Totoró Colombia
Villa Rica,Colombia,,Villa Rica Colombia,Villa Rica Colombia,Villa Rica Colombia
Valledupar,Colombia,,Valledupar Colombia,Valledupar Colombia,Valledupar Colombia
Aguachica,Colombia,,Aguachica Colombia,Aguachica Colombia,Aguachica Colombia
Agustín Codazzi,Colombia,,Agustín Codazzi Colombia,Agustín Codazzi Colombia,Agustín Codazzi Colombia
Astrea,Colombia,,Astrea Colombia,Astrea Colombia,Astrea Colombia
Becerril,Colombia,,Becerril Colombia,Becerril Colombia,Becerril Colombia
Bosconia,Colombia,,Bosconia Colombia,Bosconia Colombia,Bosconia Colombia
Chimichagua,Colombia,,Chimichagua Colombia,Chimichagua Colombia,Chimichagua Colombia
Chiriguaná,Colombia,,Chiriguaná Colombia,Chiriguaná Colombia,Chiriguaná Colombia
Curumaní,Colombia,,Curumaní Colombia,Curumaní Colombia,Curumaní Colombia
El Copey,Colombia,,El Copey Colombia,El Copey Colombia,El Copey Colombia
El Paso,Colombia,,El Paso Colombia,El Paso Colombia,El Paso Colombia
Gamarra,Colombia,,Gamarra Colombia,Gamarra Colombia,Gamarra Colombia
González,Colombia,,González Colombia,González Colombia,González Colombia
La Gloria,Colombia,,La Gloria Colombia,La Gloria Colombia,La Gloria Colombia
La Jagua de Ibirico,Colombia,,La Jagua de Ibirico Colombia,La Jagua de Ibirico Colombia,La Jagua de Ibirico Colombia
La Paz,Colombia,,La Paz Colombia,La Paz Colombia,La Paz Colombia
Manaure,Colombia,,Manaure Colombia,Manaure Colombia,Manaure Colombia
Pailitas,Colombia,,Pailitas Colombia,Pailitas Colombia,Pailitas Colombia
Pelaya,Colombia,,Pelaya Colombia,Pelaya Colombia,Pelaya Colombia
Pueblo Bello,Colombia,,Pueblo Bello Colombia,Pueblo Bello Colombia,Pueblo Bello Colombia
Río de Oro,Colombia,,Río de Oro Colombia,Río de Oro Colombia,Río de Oro Colombia
San Alberto,Colombia,,San Alberto Colombia,San Alberto Colombia,San Alberto Colombia
San Diego,Colombia,,San Diego Colombia,San Diego Colombia,San Diego Colombia
San Martín,Colombia,,San Martín Colombia,San Martín Colombia,San Martín Colombia
Tamalameque,Colombia,,Tamalameque Colombia,Tamalameque Colombia,Tamalameque Colombia
Quibdó,Colombia,,Quibdó Colombia,Quibdó Colombia,Quibdó Colombia
Acandí,Colombia,,Acandí Colombia,Acandí Colombia,Acandí Colombia
Alto Baudó,Colombia,,Alto Baudó Colombia,Alto Baudó Colombia,Alto Baudó Colombia
Atrato,Colombia,,Atrato Colombia,Atrato Colombia,Atrato Colombia
Bagadó,Colombia,,Bagadó Colombia,Bagadó Colombia,Bagadó Colombia
Bahía Solano,Colombia,,Bahía Solano Colombia,Bahía Solano Colombia,Bahía Solano Colombia
Bajo Baudó,Colombia,,Bajo Baudó Colombia,Bajo Baudó Colombia,Bajo Baudó Colombia
Belén de Bajirá,Colombia,,Belén de Bajirá Colombia,Belén de Bajirá Colombia,Belén de Bajirá Colombia
Bojayá,Colombia,,Bojayá Colombia,Bojayá Colombia,Bojayá Colombia
El Carmen de Atrato,Colombia,,El Carmen de Atrato Colombia,El Carmen de Atrato Colombia,El Carmen de Atrato Colombia
El Carmen del Darién,Colombia,,El Carmen del Darién Colombia,El Carmen del Darién Colombia,El Carmen del Darién Colombia
Cértegui,Colombia,,Cértegui Colombia,Cértegui Colombia,Cértegui Colombia
Condoto,Colombia,,Condoto Colombia,Condoto Colombia,Condoto Colombia
El Cantón de San Pablo,Colombia,,El Cantón de San Pablo Colombia,El Cantón de San Pablo Colombia,El Cantón de San Pablo Colombia
Istmina,Colombia,,Istmina Colombia,Istmina Colombia,Istmina Colombia
Juradó,Colombia,,Juradó Colombia,Juradó Colombia,Juradó Colombia
Litoral del San Juan,Colombia,,Litoral del San Juan Colombia,Litoral del San Juan Colombia,Litoral del San Juan Colombia
Lloró,Colombia,,Lloró Colombia,Lloró Colombia,Lloró Colombia
Medio Atrato,Colombia,,Medio Atrato Colombia,Medio Atrato Colombia,Medio Atrato Colombia
Medio Baudó,Colombia,,Medio Baudó Colombia,Medio Baudó Colombia,Medio Baudó Colombia
Medio San Juan,Colombia,,Medio San Juan Colombia,Medio San Juan Colombia,Medio San Juan Colombia
Nóvita,Colombia,,Nóvita Colombia,Nóvita Colombia,Nóvita Colombia
Nuquí,Colombia,,Nuquí Colombia,Nuquí Colombia,Nuquí Colombia
Río Iró,Colombia,,Río Iró Colombia,Río Iró Colombia,Río Iró Colombia
Río Quito,Colombia,,Río Quito Colombia,Río Quito Colombia,Río Quito Colombia
San José del Palmar,Colombia,,San José del Palmar Colombia,San José del Palmar Colombia,San José del Palmar Colombia
Sipí,Colombia,,Sipí Colombia,Sipí Colombia,Sipí Colombia
Tadó,Colombia,,Tadó Colombia,Tadó Colombia,Tadó Colombia
Unguía,Colombia,,Unguía Colombia,Unguía Colombia,Unguía Colombia
Unión Panamericana,Colombia,,Unión Panamericana Colombia,Unión Panamericana Colombia,Unión Panamericana Colombia
Montería,Colombia,,Montería Colombia,Montería Colombia,Montería Colombia
Ayapel,Colombia,,Ayapel Colombia,Ayapel Colombia,Ayapel Colombia
Canalete,Colombia,,Canalete Colombia,Canalete Colombia,Canalete Colombia
Cereté,Colombia,,Cereté Colombia,Cereté Colombia,Cereté Colombia
Chimá,Colombia,,Chimá Colombia,Chimá Colombia,Chimá Colombia
Chinú,Colombia,,Chinú Colombia,Chinú Colombia,Chinú Colombia
Ciénaga de Oro,Colombia,,Ciénaga de Oro Colombia,Ciénaga de Oro Colombia,Ciénaga de Oro Colombia
Cotorra,Colombia,,Cotorra Colombia,Cotorra Colombia,Cotorra Colombia
La Apartada,Colombia,,La Apartada Colombia,La Apartada Colombia,La Apartada Colombia
Los Córdobas,Colombia,,Los Córdobas Colombia,Los Córdobas Colombia,Los Córdobas Colombia
Momil,Colombia,,Momil Colombia,Momil Colombia,Momil Colombia
Moñitos,Colombia,,Moñitos Colombia,Moñitos Colombia,Moñitos Colombia
Montelíbano,Colombia,,Montelíbano Colombia,Montelíbano Colombia,Montelíbano Colombia
Planeta Rica,Colombia,,Planeta Rica Colombia,Planeta Rica Colombia,Planeta Rica Colombia
Pueblo Nuevo,Colombia,,Pueblo Nuevo Colombia,Pueblo Nuevo Colombia,Pueblo Nuevo Colombia
Puerto Escondido,Colombia,,Puerto Escondido Colombia,Puerto Escondido Colombia,Puerto Escondido Colombia
Puerto Libertador,Colombia,,Puerto Libertador Colombia,Puerto Libertador Colombia,Puerto Libertador Colombia
Purísima,Colombia,,Purísima Colombia,Purísima Colombia,Purísima Colombia
Sahagún,Colombia,,Sahagún Colombia,Sahagún Colombia,Sahagún Colombia
San Andrés de Sotavento,Colombia,,San Andrés de Sotavento Colombia,San Andrés de Sotavento Colombia,San Andrés de Sotavento Colombia
San Antero,Colombia,,San Antero Colombia,San Antero Colombia,San Antero Colombia
San Bernardo del Viento,Colombia,,San Bernardo del Viento Colombia,San Bernardo del Viento Colombia,San Bernardo del Viento Colombia
San Pelayo,Colombia,,San Pelayo Colombia,San Pelayo Colombia,San Pelayo Colombia
Santa Cruz de Lorica,Colombia,,Santa Cruz de Lorica Colombia,Santa Cruz de Lorica Colombia,Santa Cruz de Lorica Colombia
Tierralta,Colombia,,Tierralta Colombia,Tierralta Colombia,Tierralta Colombia
Valencia,Colombia,,Valencia Colombia,Valencia Colombia,Valencia Colombia
Agua de Dios,Colombia,,Agua de Dios Colombia,Agua de Dios Colombia,Agua de Dios Colombia
Albán,Colombia,,Albán Colombia,Albán Colombia,Albán Colombia
Anapoima,Colombia,,Anapoima Colombia,Anapoima Colombia,Anapoima Colombia
Anolaima,Colombia,,Anolaima Colombia,Anolaima Colombia,Anolaima Colombia
Apulo,Colombia,,Apulo Colombia,Apulo Colombia,Apulo Colombia
Arbeláez,Colombia,,Arbeláez Colombia,Arbeláez Colombia,Arbeláez Colombia
Beltrán,Colombia,,Beltrán Colombia,Beltrán Colombia,Beltrán Colombia
Bituima,Colombia,,Bituima Colombia,Bituima Colombia,Bituima Colombia
Bojacá,Colombia,,Bojacá Colombia,Bojacá Colombia,Bojacá Colombia
Cabrera,Colombia,,Cabrera Colombia,Cabrera Colombia,Cabrera Colombia
Cachipay,Colombia,,Cachipay Colombia,Cachipay Colombia,Cachipay Colombia
Cajicá,Colombia,,Cajicá Colombia,Cajicá Colombia,Cajicá Colombia
Caparrapí,Colombia,,Caparrapí Colombia,Caparrapí Colombia,Caparrapí Colombia
Cáqueza,Colombia,,Cáqueza Colombia,Cáqueza Colombia,Cáqueza Colombia
Carmen de Carupa,Colombia,,Carmen de Carupa Colombia,Carmen de Carupa Colombia,Carmen de Carupa Colombia
Chaguaní,Colombia,,Chaguaní Colombia,Chaguaní Colombia,Chaguaní Colombia
Chía,Colombia,,Chía Colombia,Chía Colombia,Chía Colombia
Chipaque,Colombia,,Chipaque Colombia,Chipaque Colombia,Chipaque Colombia
Choachí,Colombia,,Choachí Colombia,Choachí Colombia,Choachí Colombia
Chocontá,Colombia,,Chocontá Colombia,Chocontá Colombia,Chocontá Colombia
Cogua,Colombia,,Cogua Colombia,Cogua Colombia,Cogua Colombia
Cota,Colombia,,Cota Colombia,Cota Colombia,Cota Colombia
Cucunubá,Colombia,,Cucunubá Colombia,Cucunubá Colombia,Cucunubá Colombia
El Colegio,Colombia,,El Colegio Colombia,El Colegio Colombia,El Colegio Colombia
El Rosal,Colombia,,El Rosal Colombia,El Rosal Colombia,El Rosal Colombia
Facatativá,Colombia,,Facatativá Colombia,Facatativá Colombia,Facatativá Colombia
Fómeque,Colombia,,Fómeque Colombia,Fómeque Colombia,Fómeque Colombia
Fosca,Colombia,,Fosca Colombia,Fosca Colombia,Fosca Colombia
Funza,Colombia,,Funza Colombia,Funza Colombia,Funza Colombia
Fúquene,Colombia,,Fúquene Colombia,Fúquene Colombia,Fúquene Colombia
Fusagasugá,Colombia,,Fusagasugá Colombia,Fusagasugá Colombia,Fusagasugá Colombia
Gachalá,Colombia,,Gachalá Colombia,Gachalá Colombia,Gachalá Colombia
Gachancipá,Colombia,,Gachancipá Colombia,Gachancipá Colombia,Gachancipá Colombia
Gachetá,Colombia,,Gachetá Colombia,Gachetá Colombia,Gachetá Colombia
Gama,Colombia,,Gama Colombia,Gama Colombia,Gama Colombia
Girardot,Colombia,,Girardot Colombia,Girardot Colombia,Girardot Colombia
Guachetá,Colombia,,Guachetá Colombia,Guachetá Colombia,Guachetá Colombia
Guaduas,Colombia,,Guaduas Colombia,Guaduas Colombia,Guaduas Colombia
Guasca,Colombia,,Guasca Colombia,Guasca Colombia,Guasca Colombia
Guataquí,Colombia,,Guataquí Colombia,Guataquí Colombia,Guataquí Colombia
Guatavita,Colombia,,Guatavita Colombia,Guatavita Colombia,Guatavita Colombia
Guayabal de Síquima,Colombia,,Guayabal de Síquima Colombia,Guayabal de Síquima Colombia,Guayabal de Síquima Colombia
Guayabetal,Colombia,,Guayabetal Colombia,Guayabetal Colombia,Guayabetal Colombia
Gutiérrez,Colombia,,Gutiérrez Colombia,Gutiérrez Colombia,Gutiérrez Colombia
Jerusalén,Colombia,,Jerusalén Colombia,Jerusalén Colombia,Jerusalén Colombia
Junín,Colombia,,Junín Colombia,Junín Colombia,Junín Colombia
La Calera,Colombia,,La Calera Colombia,La Calera Colombia,La Calera Colombia
La Mesa,Colombia,,La Mesa Colombia,La Mesa Colombia,La Mesa Colombia
La Palma,Colombia,,La Palma Colombia,La Palma Colombia,La Palma Colombia
La Peña,Colombia,,La Peña Colombia,La Peña Colombia,La Peña Colombia
Lenguazaque,Colombia,,Lenguazaque Colombia,Lenguazaque Colombia,Lenguazaque Colombia
Machetá,Colombia,,Machetá Colombia,Machetá Colombia,Machetá Colombia
Madrid,Colombia,,Madrid Colombia,Madrid Colombia,Madrid Colombia
Manta,Colombia,,Manta Colombia,Manta Colombia,Manta Colombia
Medina,Colombia,,Medina Colombia,Medina Colombia,Medina Colombia
Mosquera,Colombia,,Mosquera Colombia,Mosquera Colombia,Mosquera Colombia
Nemocón,Colombia,,Nemocón Colombia,Nemocón Colombia,Nemocón Colombia
Nilo,Colombia,,Nilo Colombia,Nilo Colombia,Nilo Colombia
Nimaima,Colombia,,Nimaima Colombia,Nimaima Colombia,Nimaima Colombia
Nocaima,Colombia,,Nocaima Colombia,Nocaima Colombia,Nocaima Colombia
Pacho,Colombia,,Pacho Colombia,Pacho Colombia,Pacho Colombia
Paime,Colombia,,Paime Colombia,Paime Colombia,Paime Colombia
Pandi,Colombia,,Pandi Colombia,Pandi Colombia,Pandi Colombia
Paratebueno,Colombia,,Paratebueno Colombia,Paratebueno Colombia,Paratebueno Colombia
Pasca,Colombia,,Pasca Colombia,Pasca Colombia,Pasca Colombia
Puerto Salgar,Colombia,,Puerto Salgar Colombia,Puerto Salgar Colombia,Puerto Salgar Colombia
Pulí,Colombia,,Pulí Colombia,Pulí Colombia,Pulí Colombia
Quebradanegra,Colombia,,Quebradanegra Colombia,Quebradanegra Colombia,Quebradanegra Colombia
Quetame,Colombia,,Quetame Colombia,Quetame Colombia,Quetame Colombia
Quipile,Colombia,,Quipile Colombia,Quipile Colombia,Quipile Colombia
Ricaurte,Colombia,,Ricaurte Colombia,Ricaurte Colombia,Ricaurte Colombia
San Antonio del Tequendama,Colombia,,San Antonio del Tequendama Colombia,San Antonio del Tequendama Colombia,San Antonio del Tequendama Colombia
San Bernardo,Colombia,,San Bernardo Colombia,San Bernardo Colombia,San Bernardo Colombia
San Cayetano,Colombia,,San Cayetano Colombia,San Cayetano Colombia,San Cayetano Colombia
San Juan de Rioseco,Colombia,,San Juan de Rioseco Colombia,San Juan de Rioseco Colombia,San Juan de Rioseco Colombia
Sasaima,Colombia,,Sasaima Colombia,Sasaima Colombia,Sasaima Colombia
Sesquilé,Colombia,,Sesquilé Colombia,Sesquilé Colombia,Sesquilé Colombia
Sibaté,Colombia,,Sibaté Colombia,Sibaté Colombia,Sibaté Colombia
Silvania,Colombia,,Silvania Colombia,Silvania Colombia,Silvania Colombia
Simijaca,Colombia,,Simijaca Colombia,Simijaca Colombia,Simijaca Colombia
Soacha,Colombia,,Soacha Colombia,Soacha Colombia,Soacha Colombia
Sopó,Colombia,,Sopó Colombia,Sopó Colombia,Sopó Colombia
Subachoque,Colombia,,Subachoque Colombia,Subachoque Colombia,Subachoque Colombia
Suesca,Colombia,,Suesca Colombia,Suesca Colombia,Suesca Colombia
Supatá,Colombia,,Supatá Colombia,Supatá Colombia,Supatá Colombia
Susa,Colombia,,Susa Colombia,Susa Colombia,Susa Colombia
Sutatausa,Colombia,,Sutatausa Colombia,Sutatausa Colombia,Sutatausa Colombia
Tabio,Colombia,,Tabio Colombia,Tabio Colombia,Tabio Colombia
Tausa,Colombia,,Tausa Colombia,Tausa Colombia,Tausa Colombia
Tena,Colombia,,Tena Colombia,Tena Colombia,Tena Colombia
Tenjo,Colombia,,Tenjo Colombia,Tenjo Colombia,Tenjo Colombia
Tibacuy,Colombia,,Tibacuy Colombia,Tibacuy Colombia,Tibacuy Colombia
Tibiritá,Colombia,,Tibiritá Colombia,Tibiritá Colombia,Tibiritá Colombia
Tocaima,Colombia,,Tocaima Colombia,Tocaima Colombia,Tocaima Colombia
Tocancipá,Colombia,,Tocancipá Colombia,Tocancipá Colombia,Tocancipá Colombia
Topaipí,Colombia,,Topaipí Colombia,Topaipí Colombia,Topaipí Colombia
Ubalá,Colombia,,Ubalá Colombia,Ubalá Colombia,Ubalá Colombia
Ubaque,Colombia,,Ubaque Colombia,Ubaque Colombia,Ubaque Colombia
Ubaté,Colombia,,Ubaté Colombia,Ubaté Colombia,Ubaté Colombia
Une,Colombia,,Une Colombia,Une Colombia,Une Colombia
Útica,Colombia,,Útica Colombia,Útica Colombia,Útica Colombia
Vergara,Colombia,,Vergara Colombia,Vergara Colombia,Vergara Colombia
Vianí,Colombia,,Vianí Colombia,Vianí Colombia,Vianí Colombia
Villagómez,Colombia,,Villagómez Colombia,Villagómez Colombia,Villagómez Colombia
Villapinzón,Colombia,,Villapinzón Colombia,Villapinzón Colombia,Villapinzón Colombia
Villeta,Colombia,,Villeta Colombia,Villeta Colombia,Villeta Colombia
Viotá,Colombia,,Viotá Colombia,Viotá Colombia,Viotá Colombia
Yacopí,Colombia,,Yacopí Colombia,Yacopí Colombia,Yacopí Colombia
Zipacón,Colombia,,Zipacón Colombia,Zipacón Colombia,Zipacón Colombia
Zipaquirá,Colombia,,Zipaquirá Colombia,Zipaquirá Colombia,Zipaquirá Colombia
Inírida,Colombia,,Inírida Colombia,Inírida Colombia,Inírida Colombia
Barranco Minas,Colombia,,Barranco Minas Colombia,Barranco Minas Colombia,Barranco Minas Colombia
Cacahual,Colombia,,Cacahual Colombia,Cacahual Colombia,Cacahual Colombia
La Guadalupe,Colombia,,La Guadalupe Colombia,La Guadalupe Colombia,La Guadalupe Colombia
Mapiripana,Colombia,,Mapiripana Colombia,Mapiripana Colombia,Mapiripana Colombia
Morichal Nuevo,Colombia,,Morichal Nuevo Colombia,Morichal Nuevo Colombia,Morichal Nuevo Colombia
Pana Pana,Colombia,,Pana Pana Colombia,Pana Pana Colombia,Pana Pana Colombia
San Felipe,Colombia,,San Felipe Colombia,San Felipe Colombia,San Felipe Colombia
San José del Guaviare,Colombia,,San José del Guaviare Colombia,San José del Guaviare Colombia,San José del Guaviare Colombia
El Retorno,Colombia,,El Retorno Colombia,El Retorno Colombia,El Retorno Colombia
Neiva,Colombia,,Neiva Colombia,Neiva Colombia,Neiva Colombia
Acevedo,Colombia,,Acevedo Colombia,Acevedo Colombia,Acevedo Colombia
Agrado,Colombia,,Agrado Colombia,Agrado Colombia,Agrado Colombia
Aipe,Colombia,,Aipe Colombia,Aipe Colombia,Aipe Colombia
Algeciras,Colombia,,Algeciras Colombia,Algeciras Colombia,Algeciras Colombia
Altamira,Colombia,,Altamira Colombia,Altamira Colombia,Altamira Colombia
Baraya,Colombia,,Baraya Colombia,Baraya Colombia,Baraya Colombia
Campoalegre,Colombia,,Campoalegre Colombia,Campoalegre Colombia,Campoalegre Colombia
Colombia,Colombia,,Colombia Colombia,Colombia Colombia,Colombia Colombia
El Pital,Colombia,,El Pital Colombia,El Pital Colombia,El Pital Colombia
Elías,Colombia,,Elías Colombia,Elías Colombia,Elías Colombia
Garzón,Colombia,,Garzón Colombia,Garzón Colombia,Garzón Colombia
Gigante,Colombia,,Gigante Colombia,Gigante Colombia,Gigante Colombia
Hobo,Colombia,,Hobo Colombia,Hobo Colombia,Hobo Colombia
Iquira,Colombia,,Iquira Colombia,Iquira Colombia,Iquira Colombia
Isnos,Colombia,,Isnos Colombia,Isnos Colombia,Isnos Colombia
La Argentina,Colombia,,La Argentina Colombia,La Argentina Colombia,La Argentina Colombia
La Plata,Colombia,,La Plata Colombia,La Plata Colombia,La Plata Colombia
Nátaga,Colombia,,Nátaga Colombia,Nátaga Colombia,Nátaga Colombia
Oporapa,Colombia,,Oporapa Colombia,Oporapa Colombia,Oporapa Colombia
Paicol,Colombia,,Paicol Colombia,Paicol Colombia,Paicol Colombia
Palermo,Colombia,,Palermo Colombia,Palermo Colombia,Palermo Colombia
Pitalito,Colombia,,Pitalito Colombia,Pitalito Colombia,Pitalito Colombia
Rivera,Colombia,,Rivera Colombia,Rivera Colombia,Rivera Colombia
Saladoblanco,Colombia,,Saladoblanco Colombia,Saladoblanco Colombia,Saladoblanco Colombia
San Agustín,Colombia,,San Agustín Colombia,San Agustín Colombia,San Agustín Colombia
Suaza,Colombia,,Suaza Colombia,Suaza Colombia,Suaza Colombia
Tarqui,Colombia,,Tarqui Colombia,Tarqui Colombia,Tarqui Colombia
Tello,Colombia,,Tello Colombia,Tello Colombia,Tello Colombia
Teruel,Colombia,,Teruel Colombia,Teruel Colombia,Teruel Colombia
Tesalia,Colombia,,Tesalia Colombia,Tesalia Colombia,Tesalia Colombia
Timaná,Colombia,,Timaná Colombia,Timaná Colombia,Timaná Colombia
Villavieja,Colombia,,Villavieja Colombia,Villavieja Colombia,Villavieja Colombia
Yaguará,Colombia,,Yaguará Colombia,Yaguará Colombia,Yaguará Colombia
Riohacha,Colombia,,Riohacha Colombia,Riohacha Colombia,Riohacha Colombia
